run_id	phase	arm	status	seed	evaluation_seed	git_commit	steps	supervised_tokens	charged_seconds	dev_accuracy	dev_broad_accuracy	train_sample16_accuracy	dev_parse_failure_rate	dev_truncation_rate	dev_broad_parse_failure_rate	dev_pass_at_1	dev_pass_at_2	dev_pass_at_4	reference_dev_nll	supervised_tokens_per_second	peak_allocated_mib	config_sha256	data_manifest_sha256
pilot_v1_calibration_seed17_r1	calibration	repeat	completed	17	17	423c94f6d109315913111318ca7e266ba254eb25	1024	267456	546	0.21875	0.03125	0.75	0.078125	0.0	0.015625				0.3428099496928966	683.0791118695835	26836.93798828125	4f3318ad9139ad29fde28417018da6571f958d05255ab15bcbb2f13895b24263	45c51cec657eff48e271a67d99439b5f390bc661562fab3bd3d920c450c03e6b
absent_boundary_paths_seed31_r1	comparison	paths	completed	31	17	9217685f6bdb4d0c67a0d76513c12f89898593cb	1024	277760	512	0.109375	0.0	0.6875	0.078125	0.0	0.03125	0.09375	0.13020833333333334	0.171875	0.674791791703966	702.3790000476017	26857.1669921875	637bc5d3aa447e272eb34bba75579b50984e946810dd4ec124049c9d946a3187	cd9a72d187dbb18f2b75b743ccc0cf85c94951ee574c07e55ed8ddf1f4a1ab97
absent_boundary_gcm_seed31_r1	comparison	gcm	completed	31	17	9217685f6bdb4d0c67a0d76513c12f89898593cb	1024	277760	512	0.078125	0.03125	1.0	0.046875	0.0	0.03125	0.0703125	0.08854166666666667	0.109375	0.8701932649105644	706.2081213009985	26857.1669921875	c5d72b1ca3db50e8ef67aff043a1cdaa77b6767ea20c5a63c657108ea14c5edd	cd9a72d187dbb18f2b75b743ccc0cf85c94951ee574c07e55ed8ddf1f4a1ab97
